station_id,name,lat,lon,distance_to_sea_km,NDVI_mean,urban_fraction,env_class,date,season,T_station,T_ERA5,error,u10,v10,WS,wind_regime,precip
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-01,DJF,12.7,11.189423,-1.5105773925781243,,,,,3.2236176e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-02,DJF,12.5,10.870514,-1.629486083984375,,,,,6.9662923e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-03,DJF,11.1,10.747162,-0.35283813476562464,,,,,1.4865773e-06
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-04,DJF,10.7,10.32962,-0.3703796386718743,,,,,3.2706368e-05
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-05,DJF,11.7,11.614899,-0.08510131835937429,,,,,2.7534063e-06
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-06,DJF,8.2,7.776947,-0.4230529785156243,,,,,6.0607823e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-07,DJF,7.7,8.571014,0.8710144042968748,,,,,6.588796e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-08,DJF,11.5,10.239655,-1.260345458984375,,,,,1.0468842e-06
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-09,DJF,11.7,10.438263,-1.2617370605468743,,,,,2.3481749e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-10,DJF,11.9,11.178131,-0.7218688964843754,,,,,1.8378099e-08
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-11,DJF,11.3,10.822632,-0.4773681640625007,,,,,6.8265945e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-12,DJF,11.1,10.396637,-0.7033630371093746,,,,,3.601114e-08
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-13,DJF,10.2,10.907074,0.7070739746093757,,,,,4.664064e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-14,DJF,10.7,10.52356,-0.1764404296874993,,,,,7.4716905e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-15,DJF,13.0,10.970886,-2.02911376953125,,,,,6.1169266e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-16,DJF,11.3,10.840424,-0.4595764160156257,,,,,8.568142e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-17,DJF,11.2,10.866913,-0.3330871582031243,,,,,2.5223838e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-18,DJF,7.8,10.020599,2.220599365234375,,,,,0.0049335374
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-19,DJF,9.9,10.055481,0.15548095703124964,,,,,0.00032528784
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-20,DJF,8.1,8.78244,0.6824401855468754,,,,,1.0204315e-05
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-21,DJF,9.9,10.621643,0.7216430664062496,,,,,2.5857241e-06
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-22,DJF,13.0,12.73703,-0.262969970703125,,,,,5.347258e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-23,DJF,12.6,12.097443,-0.5025573730468746,,,,,3.380172e-07
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-24,DJF,9.8,12.356842,2.5568420410156243,,,,,0.00041569295
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-25,DJF,12.6,12.273865,-0.32613525390624964,,,,,0.0029104007
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-26,DJF,10.9,11.874176,0.9741760253906246,,,,,0.0007748427
16924,CASTEL CELLESI,42.58555555555556,12.160555555555556,53.93899622301904,0.7518740310134231,0.0045849034893421,rural_interior,2020-01-27,DJF,11.1,11.950348,0.8503479003906254,,,,,0.00020240997
